S,222.222,1996,8,BIO,STEEL,-300
S,222.222,1996,8,BIO,STEEL,-300
S,222.222,1996,8,BIO,STEEL,-300
S,222.222,1996,8,BIO,STEEL,-300
S,222.222,1996,8,BIO,STEEL,-300
S,222.222,1996,8,BIO,STEEL,-300
S,222.222,1996,8,BIO,STEEL,-300
S,222.222,1996,8,BIO,STEEL,-300
S,222.222,1996,8,BIO,STEEL,-300
S,222.222,1996,8,BIO,STEEL,-300
S,222.222,1996,8,BIO,STEEL,-300
S,222.222,1996,8,BIO,STEEL,-300
S,222.222,1996,8,BIO,STEEL,-300
S,222.222,1996,8,BIO,STEEL,-300
F,222.222,1996,8,BIO,8,ALL
F,222.222,1996,8,BIO,8,ALL
F,222.222,1996,8,BIO,8,ALL
F,222.222,1996,8,BIO,8,ALL
F,222.222,1996,8,BIO,8,ALL
F,222.222,1996,8,BIO,8,ALL
F,222.222,1996,8,BIO,8,ALL
F,222.222,1996,8,BIO,8,ALL
F,222.222,1996,8,BIO,8,ALL
F,222.222,1996,8,BIO,8,ALL
F,222.222,1996,8,BIO,8,ALL
F,222.222,1996,8,BIO,8,ALL
F,222.222,1996,8,BIO,8,ALL
F,222.222,1996,8,BIO,8,ALL
